GENE,TYPE,ALPH,SQLN,P_A,P_C,P_G,P_T,P_CA,P_AG,P_TA,P_CG,P_TC,P_TG
2593,uce,0.274148,264,0.275687,0.195663,0.226859,0.301791,0.232268,1.000000,0.058986,0.183796,0.294892,0.047415
2594,uce,1.356702,1228,0.295129,0.249127,0.158553,0.297191,0.360273,1.000000,0.048975,0.138829,0.334245,0.075101
2595,uce,0.121813,442,0.261865,0.225635,0.224579,0.287921,0.269798,1.000000,0.043631,0.113364,0.299065,0.097927
2596,uce,0.093459,844,0.281860,0.163690,0.206836,0.347615,0.346451,1.000000,0.034245,0.134985,0.386202,0.084175
2597,uce,0.821093,1278,0.312611,0.189617,0.193413,0.304360,0.259647,1.000000,0.044190,0.155862,0.361518,0.066269
2598,uce,0.607246,361,0.294582,0.236228,0.181506,0.287684,0.432810,1.000000,0.041207,0.141703,0.322357,0.085859
2599,uce,0.047342,2082,0.290432,0.204641,0.189620,0.315307,0.260865,1.000000,0.061011,0.162720,0.300178,0.084788
2600,uce,2.553880,338,0.313563,0.173238,0.171479,0.341721,0.246158,1.000000,0.034360,0.154420,0.290184,0.122779
2601,uce,0.140255,491,0.306191,0.213396,0.217164,0.263249,0.370357,1.000000,0.046764,0.102885,0.308728,0.083456
2602,uce,0.629794,567,0.338030,0.266176,0.132025,0.263770,0.360171,1.000000,0.046130,0.146513,0.359266,0.119143
2603,uce,0.193458,736,0.289444,0.270983,0.181619,0.257954,0.327337,1.000000,0.025513,0.149021,0.363159,0.085098
2604,uce,0.298220,1045,0.292187,0.174981,0.229357,0.303475,0.207404,1.000000,0.038930,0.135369,0.329294,0.096339
2605,uce,0.191866,428,0.316423,0.179551,0.191755,0.312270,0.217636,1.000000,0.075969,0.149568,0.278517,0.088295
2606,uce,0.595806,725,0.298552,0.206930,0.210610,0.283907,0.304298,1.000000,0.044659,0.122251,0.415718,0.081012
2607,uce,0.316095,987,0.292902,0.187223,0.162953,0.356922,0.213563,1.000000,0.048405,0.124065,0.325583,0.136391
2608,uce,0.129700,1232,0.317399,0.200531,0.156105,0.325965,0.305911,1.000000,0.047279,0.155906,0.296680,0.085132
2609,uce,0.487613,334,0.245424,0.217487,0.248955,0.288135,0.226910,1.000000,0.052113,0.105209,0.321509,0.102142
2610,uce,0.093342,1196,0.354609,0.162632,0.167680,0.315079,0.223788,1.000000,0.052235,0.108794,0.335366,0.129171
2611,uce,0.328116,790,0.249160,0.203075,0.211128,0.336637,0.345948,1.000000,0.048735,0.147928,0.299443,0.079436
2612,uce,0.504275,839,0.306515,0.195246,0.223901,0.274338,0.490062,1.000000,0.045637,0.137596,0.337044,0.066734
2613,uce,0.022652,668,0.306102,0.182652,0.199196,0.312050,0.440831,1.000000,0.048495,0.118304,0.313899,0.051511
2614,uce,0.107260,516,0.349287,0.176531,0.194048,0.280134,0.336435,1.000000,0.054223,0.151258,0.317833,0.076552
2615,uce,0.122701,471,0.261090,0.211045,0.185415,0.342450,0.236489,1.000000,0.032912,0.151623,0.334451,0.087892
2616,uce,0.985929,1714,0.285138,0.192725,0.205958,0.316178,0.203497,1.000000,0.032931,0.111647,0.347368,0.099777
2617,uce,2.436442,315,0.265310,0.208485,0.221720,0.304485,0.238788,1.000000,0.053200,0.134956,0.279946,0.107335
2618,uce,2.072603,430,0.314367,0.226793,0.200483,0.258357,0.223257,1.000000,0.021611,0.154056,0.305756,0.078784
2619,uce,1.069225,361,0.282367,0.162910,0.223686,0.331038,0.383511,1.000000,0.037511,0.148694,0.327708,0.090529
2620,uce,1.269168,694,0.307576,0.231538,0.188812,0.272074,0.226791,1.000000,0.036162,0.149308,0.343996,0.092908
2621,uce,0.742649,948,0.260190,0.208006,0.203898,0.327906,0.301852,1.000000,0.060296,0.120704,0.302750,0.082243
2622,uce,0.542978,1236,0.345568,0.184225,0.183039,0.287168,0.233969,1.000000,0.065744,0.123965,0.306920,0.096300
2623,uce,0.287634,558,0.298120,0.180151,0.238229,0.283500,0.271177,1.000000,0.034467,0.145954,0.290520,0.059786
2624,uce,0.636220,1690,0.335950,0.203520,0.184972,0.275558,0.197261,1.000000,0.021831,0.071302,0.319031,0.126852
2625,uce,0.306204,1129,0.283626,0.219266,0.157037,0.340071,0.296225,1.000000,0.040969,0.127027,0.370252,0.070433
2626,uce,0.281263,620,0.279013,0.213285,0.188565,0.319137,0.301164,1.000000,0.044886,0.117501,0.370217,0.061323
2627,uce,0.820197,704,0.278793,0.157149,0.206102,0.357956,0.451818,1.000000,0.044331,0.135448,0.349454,0.098020
2628,uce,0.173983,875,0.311625,0.233811,0.162684,0.291879,0.301103,1.000000,0.035372,0.126082,0.318903,0.120933
2629,uce,1.223602,545,0.304994,0.178061,0.191306,0.325639,0.323009,1.000000,0.072108,0.132559,0.268836,0.050384
2630,uce,0.308901,848,0.303799,0.237463,0.168232,0.290506,0.250343,1.000000,0.054381,0.127994,0.309091,0.094614
2631,uce,1.233503,787,0.272463,0.223388,0.216623,0.287526,0.330120,1.000000,0.038458,0.089229,0.328986,0.110233
2632,uce,1.896711,1076,0.361466,0.215709,0.205536,0.217289,0.330705,1.000000,0.062584,0.153704,0.265116,0.070062
2633,uce,0.366483,625,0.239185,0.240899,0.232961,0.286955,0.301474,1.000000,0.060597,0.102163,0.379716,0.109808
2634,uce,0.324792,1196,0.308924,0.184956,0.186503,0.319617,0.303461,1.000000,0.054396,0.090089,0.303724,0.074957
2635,uce,0.510953,458,0.258464,0.208615,0.199228,0.333693,0.245560,1.000000,0.067416,0.114851,0.332009,0.074071
2636,uce,0.829347,780,0.350728,0.202495,0.178405,0.268373,0.389685,1.000000,0.037515,0.128493,0.292263,0.107414
2637,uce,1.416283,494,0.311212,0.209452,0.214183,0.265153,0.248625,1.000000,0.056959,0.148539,0.320854,0.075225
2638,uce,0.178432,876,0.320432,0.217763,0.167700,0.294106,0.303809,1.000000,0.052094,0.157264,0.381403,0.073666
2639,uce,0.518150,538,0.250052,0.247392,0.211825,0.290730,0.166768,1.000000,0.045345,0.160557,0.237950,0.086503
2640,uce,0.376482,652,0.262061,0.290907,0.165898,0.281133,0.306117,1.000000,0.040736,0.130659,0.309704,0.083342
2641,uce,0.937294,461,0.252621,0.256384,0.216477,0.274517,0.249672,1.000000,0.029535,0.141054,0.310362,0.066969
2642,uce,0.569722,817,0.291407,0.190696,0.203155,0.314743,0.194991,1.000000,0.026974,0.112390,0.340353,0.080413
2643,uce,0.413141,385,0.291795,0.206836,0.183943,0.317427,0.247547,1.000000,0.084122,0.096045,0.285460,0.100879
2644,uce,0.515960,308,0.297506,0.215895,0.203968,0.282631,0.259587,1.000000,0.073847,0.143769,0.274916,0.080624
2645,uce,0.242693,336,0.254770,0.215100,0.225376,0.304755,0.413726,1.000000,0.056774,0.167329,0.321957,0.093492
2646,uce,0.972593,1468,0.253071,0.207081,0.193093,0.346754,0.326383,1.000000,0.037409,0.123217,0.339246,0.098262
2647,uce,2.450797,397,0.241043,0.180136,0.286027,0.292794,0.242860,1.000000,0.033808,0.156705,0.304759,0.073731
2648,uce,0.860011,1042,0.302727,0.220438,0.215983,0.260852,0.206111,1.000000,0.047055,0.110076,0.298761,0.094847
2649,uce,1.505160,478,0.293423,0.177385,0.210871,0.318321,0.419522,1.000000,0.037545,0.142493,0.266370,0.102449
2650,uce,0.355796,810,0.289442,0.189047,0.204779,0.316732,0.353891,1.000000,0.065364,0.155022,0.354821,0.055992
2651,uce,0.143351,279,0.282368,0.218176,0.234198,0.265259,0.339773,1.000000,0.029327,0.118826,0.316142,0.079204
2652,uce,0.484189,445,0.321060,0.195826,0.196856,0.286258,0.274795,1.000000,0.024128,0.129117,0.310420,0.069071
2653,uce,0.775180,1328,0.318146,0.209324,0.190086,0.282444,0.350898,1.000000,0.060891,0.151179,0.357389,0.084218
2654,uce,2.544984,448,0.321735,0.189906,0.190406,0.297954,0.203520,1.000000,0.040543,0.120929,0.355221,0.095089
2655,uce,0.205780,472,0.331648,0.206819,0.161042,0.300491,0.267119,1.000000,0.054748,0.114368,0.349910,0.072650
2656,uce,0.436244,796,0.285211,0.217811,0.181101,0.315876,0.243609,1.000000,0.056579,0.155769,0.310726,0.104228
2657,uce,0.803456,1226,0.282312,0.231619,0.211030,0.275039,0.242441,1.000000,0.058115,0.141232,0.349057,0.078851
2658,uce,0.151741,344,0.279263,0.197734,0.266231,0.256771,0.278262,1.000000,0.042804,0.102208,0.276979,0.094963
2659,uce,0.832845,312,0.285815,0.163246,0.272820,0.278119,0.363109,1.000000,0.040608,0.096185,0.336650,0.131143
2660,uce,0.539092,835,0.279277,0.175920,0.219812,0.324991,0.311312,1.000000,0.030530,0.128143,0.371758,0.056770
2661,uce,1.034336,409,0.301603,0.234247,0.168292,0.295857,0.299294,1.000000,0.067163,0.104636,0.388858,0.068161
2662,uce,5.449841,349,0.257329,0.237814,0.204795,0.300062,0.231436,1.000000,0.065704,0.114115,0.361715,0.109254
2663,uce,0.004077,1651,0.307889,0.159781,0.155614,0.376717,0.368712,1.000000,0.046962,0.139654,0.333146,0.079891
2664,uce,0.695700,1276,0.296635,0.218758,0.176042,0.308565,0.218079,1.000000,0.038031,0.131532,0.344977,0.091530
2665,uce,0.069633,387,0.299409,0.194523,0.209326,0.296742,0.262174,1.000000,0.031773,0.117561,0.310466,0.075739
2666,uce,0.084695,755,0.370079,0.194453,0.201100,0.234369,0.176596,1.000000,0.036398,0.122233,0.350543,0.077000
2667,uce,0.423798,360,0.329835,0.201856,0.180877,0.287432,0.298072,1.000000,0.042914,0.104344,0.302243,0.121563
2668,uce,0.302864,447,0.288041,0.174766,0.247365,0.289827,0.331125,1.000000,0.039306,0.111522,0.374458,0.074113
2669,uce,0.171176,368,0.301750,0.221233,0.177775,0.299242,0.239270,1.000000,0.054233,0.168144,0.340715,0.076704
2670,uce,2.793954,604,0.341065,0.152933,0.176402,0.329600,0.236387,1.000000,0.044085,0.119614,0.312541,0.095033
2671,uce,0.173941,299,0.302040,0.185860,0.229609,0.282491,0.261519,1.000000,0.026384,0.120693,0.312903,0.084438
2672,uce,1.375142,1030,0.274793,0.245174,0.162195,0.317838,0.297258,1.000000,0.048114,0.100072,0.355964,0.102410
2673,uce,2.085972,616,0.253764,0.188461,0.226575,0.331200,0.370544,1.000000,0.032099,0.095524,0.356586,0.065341
2674,uce,0.266096,318,0.271939,0.211807,0.177397,0.338857,0.487643,1.000000,0.042164,0.132496,0.366675,0.098588
2675,uce,0.031078,1377,0.250057,0.295889,0.171388,0.282666,0.353982,1.000000,0.025523,0.154649,0.323723,0.063450
2676,uce,2.543637,313,0.291489,0.219569,0.201717,0.287225,0.245500,1.000000,0.032855,0.165621,0.336800,0.117560
2677,uce,0.478860,1014,0.399245,0.138717,0.224192,0.237847,0.345308,1.000000,0.042643,0.164171,0.316305,0.099516
2678,uce,0.254739,494,0.311797,0.214062,0.207087,0.267054,0.392281,1.000000,0.038342,0.147795,0.316490,0.062987
2679,uce,0.051295,426,0.296519,0.215997,0.233049,0.254435,0.276012,1.000000,0.055592,0.110619,0.351590,0.063885
2680,uce,0.393370,681,0.305650,0.232437,0.169697,0.292216,0.268371,1.000000,0.048243,0.101926,0.374789,0.068491
2681,uce,0.468159,675,0.299622,0.226246,0.182841,0.291291,0.233837,1.000000,0.076058,0.115045,0.361398,0.073039
2682,uce,0.031341,470,0.312722,0.180598,0.142936,0.363744,0.374848,1.000000,0.081990,0.103147,0.362131,0.134403
2683,uce,1.152645,888,0.289425,0.180607,0.201142,0.328825,0.121495,1.000000,0.035382,0.120551,0.329466,0.091234
2684,uce,2.134817,653,0.327548,0.225439,0.211747,0.235267,0.339200,1.000000,0.070755,0.153647,0.254179,0.079177
2685,uce,1.304520,1503,0.234717,0.190739,0.262937,0.311607,0.316164,1.000000,0.102301,0.102907,0.265708,0.103599
2686,uce,0.797261,507,0.302229,0.176387,0.186736,0.334648,0.257650,1.000000,0.046654,0.126427,0.340554,0.063062
2687,uce,0.412020,871,0.266612,0.219567,0.239826,0.273994,0.289121,1.000000,0.075508,0.184634,0.264440,0.078867
2688,uce,1.929683,966,0.310089,0.191107,0.216006,0.282798,0.211352,1.000000,0.037636,0.112156,0.369620,0.095197
2689,uce,0.826367,359,0.311277,0.182471,0.228941,0.277311,0.316031,1.000000,0.039045,0.156357,0.322843,0.074075
2690,uce,3.039374,741,0.255455,0.239502,0.234886,0.270157,0.331226,1.000000,0.034021,0.142338,0.289044,0.090130
2691,uce,0.014485,266,0.291623,0.174544,0.203079,0.330754,0.173979,1.000000,0.065543,0.134993,0.310481,0.097293
2692,uce,0.613928,345,0.320657,0.169351,0.261561,0.248430,0.388697,1.000000,0.060709,0.103197,0.336307,0.078610
2693,uce,1.574228,335,0.221430,0.200106,0.247923,0.330540,0.366159,1.000000,0.061629,0.136731,0.301715,0.113698
2694,uce,7.392539,945,0.294676,0.195088,0.226210,0.284026,0.286299,1.000000,0.046646,0.127524,0.359272,0.072012
2695,uce,1.460158,456,0.273529,0.211549,0.189329,0.325594,0.290190,1.000000,0.048462,0.167121,0.299194,0.084757
2696,uce,0.976895,734,0.344001,0.171892,0.185935,0.298172,0.393362,1.000000,0.031639,0.131420,0.359336,0.066304
2697,uce,0.995134,1168,0.336979,0.206590,0.182419,0.274012,0.398171,1.000000,0.041802,0.114239,0.330367,0.120534
2698,uce,0.333012,351,0.292892,0.200457,0.195347,0.311303,0.279730,1.000000,0.033344,0.112141,0.336929,0.088145
2699,uce,2.656491,419,0.305337,0.193990,0.165450,0.335223,0.145699,1.000000,0.061050,0.185340,0.281244,0.132258
2700,uce,0.168978,276,0.300995,0.202824,0.202550,0.293631,0.268205,1.000000,0.041708,0.137744,0.356983,0.093635
2701,uce,1.021549,2298,0.254438,0.209095,0.181980,0.354487,0.237438,1.000000,0.035429,0.107922,0.331894,0.103551
2702,uce,0.902680,652,0.323471,0.180189,0.179684,0.316655,0.455029,1.000000,0.050560,0.134198,0.354788,0.073348
2703,uce,0.929303,573,0.270922,0.200731,0.251199,0.277148,0.190507,1.000000,0.045649,0.139929,0.272545,0.117349
2704,uce,0.099585,1041,0.237539,0.216389,0.257630,0.288442,0.322879,1.000000,0.058624,0.105222,0.301568,0.079320
2705,uce,0.402177,417,0.317713,0.167898,0.196694,0.317695,0.217399,1.000000,0.026296,0.138387,0.332260,0.086936
2706,uce,3.121287,259,0.327381,0.167286,0.204144,0.301190,0.178958,1.000000,0.041393,0.078668,0.363050,0.069616
2707,uce,0.168309,1058,0.315698,0.174650,0.163968,0.345684,0.376750,1.000000,0.035371,0.129220,0.340440,0.102079
2708,uce,0.118151,1289,0.324122,0.197001,0.156576,0.322301,0.242849,1.000000,0.051197,0.122400,0.298495,0.074114
2709,uce,0.400070,838,0.339976,0.177500,0.182971,0.299553,0.290710,1.000000,0.037643,0.107560,0.318710,0.111875
2710,uce,0.706569,283,0.264462,0.162568,0.226681,0.346289,0.205350,1.000000,0.029132,0.127543,0.354732,0.083804
2711,uce,1.747736,627,0.269105,0.203821,0.203027,0.324047,0.234776,1.000000,0.080126,0.153651,0.302196,0.096899
2712,uce,1.188830,351,0.293718,0.188651,0.236485,0.281147,0.346915,1.000000,0.063901,0.132493,0.328670,0.087283
2713,uce,0.268017,1399,0.259853,0.236132,0.228243,0.275772,0.372375,1.000000,0.047011,0.113824,0.342008,0.109711
2714,uce,0.409285,666,0.337206,0.216713,0.160789,0.285291,0.149751,1.000000,0.044838,0.095427,0.315282,0.090605
2715,uce,0.844154,402,0.287540,0.234128,0.221933,0.256399,0.399277,1.000000,0.065451,0.138254,0.303743,0.117101
2716,uce,0.210622,298,0.307292,0.181775,0.251720,0.259213,0.307531,1.000000,0.035519,0.115103,0.312037,0.103943
2717,uce,0.278634,1291,0.285240,0.186297,0.205241,0.323222,0.223573,1.000000,0.057920,0.129983,0.317413,0.088879
2718,uce,0.045894,1156,0.280644,0.201661,0.212195,0.305500,0.220096,1.000000,0.031763,0.095366,0.312882,0.097342
2719,uce,1.623030,606,0.327045,0.165167,0.203800,0.303988,0.221802,1.000000,0.058399,0.150827,0.277032,0.116100
2720,uce,2.628365,551,0.284639,0.173341,0.251545,0.290475,0.256543,1.000000,0.038498,0.111336,0.353181,0.072788
2721,uce,0.142131,607,0.301119,0.225423,0.197936,0.275522,0.286334,1.000000,0.058268,0.178674,0.295669,0.070451
2722,uce,0.267443,365,0.320293,0.159026,0.195712,0.324969,0.225753,1.000000,0.031273,0.133447,0.319252,0.080934
2723,uce,1.022164,764,0.322222,0.216551,0.175534,0.285693,0.206888,1.000000,0.072706,0.126885,0.273136,0.094366
2724,uce,0.537508,411,0.365045,0.199552,0.148904,0.286500,0.262133,1.000000,0.047011,0.132165,0.309903,0.089736
2725,uce,0.668775,1398,0.271985,0.186999,0.203690,0.337326,0.148064,1.000000,0.073513,0.163130,0.214813,0.068037
2726,uce,1.992539,931,0.274742,0.239229,0.208426,0.277603,0.365581,1.000000,0.061847,0.123032,0.330064,0.057056
2727,uce,0.404037,731,0.267430,0.205782,0.188766,0.338021,0.246089,1.000000,0.031762,0.131754,0.262297,0.085987
2728,uce,0.001383,964,0.276175,0.198014,0.240350,0.285461,0.215412,1.000000,0.049983,0.122266,0.374484,0.069220
2729,uce,1.134252,498,0.272061,0.162033,0.274097,0.291809,0.240974,1.000000,0.067014,0.159708,0.302976,0.122581
2730,uce,0.663012,1046,0.303941,0.207425,0.219264,0.269370,0.334222,1.000000,0.060962,0.114384,0.322127,0.089092
2731,uce,2.031334,425,0.298634,0.239117,0.172774,0.289475,0.425362,1.000000,0.037777,0.129141,0.316191,0.103216
2732,uce,0.569071,458,0.297192,0.191253,0.156457,0.355098,0.329490,1.000000,0.049287,0.123520,0.311526,0.103013
2733,uce,0.120012,518,0.333056,0.229230,0.168937,0.268777,0.377539,1.000000,0.060757,0.156000,0.328521,0.084491
2734,uce,1.566220,1504,0.282414,0.237431,0.206342,0.273812,0.242317,1.000000,0.032236,0.126158,0.318550,0.088417
2735,uce,1.752627,1134,0.284799,0.205634,0.215933,0.293635,0.283288,1.000000,0.042785,0.142310,0.309720,0.103793
2736,uce,1.726470,468,0.306891,0.152973,0.245771,0.294366,0.182440,1.000000,0.083250,0.143015,0.325951,0.064888
2737,uce,0.353665,603,0.304763,0.231425,0.165765,0.298047,0.173921,1.000000,0.055547,0.113248,0.262882,0.080668
2738,uce,0.143520,1070,0.310805,0.208923,0.199134,0.281138,0.242973,1.000000,0.041176,0.170584,0.300473,0.086940
2739,uce,0.581042,849,0.352693,0.167385,0.183954,0.295969,0.231343,1.000000,0.036124,0.143903,0.265857,0.098186
2740,uce,0.373176,886,0.283596,0.213804,0.191243,0.311356,0.148883,1.000000,0.076293,0.117435,0.318429,0.087538
2741,uce,0.279751,722,0.273358,0.200146,0.185158,0.341338,0.260615,1.000000,0.025152,0.136802,0.301758,0.099314
2742,uce,1.016594,491,0.289510,0.207120,0.182918,0.320451,0.300044,1.000000,0.057153,0.118664,0.304862,0.101840
2743,uce,0.195412,888,0.287872,0.193222,0.170416,0.348490,0.354697,1.000000,0.052770,0.151218,0.336878,0.104823
2744,uce,0.233412,1169,0.285407,0.178175,0.211229,0.325189,0.242606,1.000000,0.044631,0.098471,0.276894,0.109479
2745,uce,0.823799,703,0.298246,0.197933,0.197221,0.306600,0.185695,1.000000,0.045876,0.117985,0.305632,0.062561
2746,uce,6.328981,562,0.261519,0.225824,0.192945,0.319712,0.174539,1.000000,0.029754,0.115435,0.304907,0.083695
2747,uce,0.009645,352,0.295400,0.145009,0.191913,0.367679,0.238139,1.000000,0.048091,0.119819,0.356301,0.075861
2748,uce,1.236951,981,0.305690,0.208293,0.182366,0.303651,0.290270,1.000000,0.055518,0.097998,0.379850,0.086016
2749,uce,1.895442,311,0.308622,0.229297,0.210568,0.251513,0.364507,1.000000,0.030810,0.098907,0.385298,0.100922
2750,uce,0.419689,254,0.313886,0.176120,0.157173,0.352821,0.577320,1.000000,0.042852,0.120852,0.373015,0.066331
2751,uce,0.184845,934,0.258689,0.219010,0.172376,0.349925,0.161011,1.000000,0.053026,0.143475,0.314613,0.089923
2752,uce,1.273187,491,0.281762,0.191792,0.242249,0.284197,0.226607,1.000000,0.037887,0.138310,0.344585,0.085985
2753,uce,0.394994,505,0.337877,0.183570,0.191150,0.287403,0.378044,1.000000,0.049809,0.114839,0.295189,0.135715
2754,uce,1.287311,889,0.309040,0.151394,0.261417,0.278149,0.268892,1.000000,0.044200,0.138954,0.410074,0.073925
2755,uce,2.332222,842,0.294973,0.177846,0.189595,0.337586,0.386358,1.000000,0.045819,0.157197,0.279606,0.125326
2756,uce,0.545429,1166,0.250594,0.214001,0.189140,0.346265,0.317133,1.000000,0.059265,0.145246,0.307018,0.092963
2757,uce,0.498645,910,0.270824,0.197388,0.208451,0.323337,0.345122,1.000000,0.036819,0.135323,0.286046,0.108991
2758,uce,0.211444,999,0.268519,0.170419,0.222645,0.338418,0.161823,1.000000,0.031488,0.102197,0.353435,0.138782
2759,uce,0.378763,939,0.260488,0.232753,0.192862,0.313897,0.268442,1.000000,0.045756,0.123628,0.333988,0.076834
2760,uce,1.540496,447,0.272532,0.251107,0.191625,0.284736,0.261932,1.000000,0.032648,0.133087,0.343003,0.048583
2761,uce,5.615582,762,0.288821,0.218582,0.171675,0.320923,0.293121,1.000000,0.047345,0.121787,0.325579,0.132758
2762,uce,0.411401,1001,0.256038,0.208693,0.197257,0.338012,0.314738,1.000000,0.049984,0.093333,0.357555,0.067804
2763,uce,1.123872,365,0.314098,0.201002,0.181496,0.303403,0.329009,1.000000,0.033769,0.096335,0.344995,0.084261
2764,uce,0.447927,361,0.326865,0.203604,0.213965,0.255566,0.326311,1.000000,0.049898,0.200069,0.284770,0.082124
2765,uce,0.077529,465,0.314689,0.179145,0.180327,0.325839,0.150222,1.000000,0.083227,0.121913,0.258930,0.108534
2766,uce,0.124810,520,0.295947,0.211536,0.174360,0.318156,0.344961,1.000000,0.040941,0.098957,0.352033,0.077073
2767,uce,3.330536,910,0.279392,0.197255,0.212979,0.310375,0.326348,1.000000,0.047999,0.116088,0.329280,0.056898
2768,uce,1.390474,753,0.359593,0.169150,0.212117,0.259140,0.402712,1.000000,0.044891,0.138123,0.270747,0.094541
2769,uce,0.458367,1410,0.295287,0.213280,0.184688,0.306744,0.316312,1.000000,0.057393,0.099051,0.341053,0.127602
2770,uce,0.251479,607,0.305130,0.211143,0.212722,0.271005,0.364963,1.000000,0.068745,0.085121,0.304168,0.163899
2771,uce,0.488205,384,0.311781,0.237429,0.182673,0.268117,0.338486,1.000000,0.051279,0.085678,0.336641,0.104785
2772,uce,0.348889,419,0.309981,0.163082,0.203217,0.323720,0.287747,1.000000,0.056611,0.169719,0.289254,0.072170
2773,uce,0.956860,732,0.311397,0.207452,0.186760,0.294391,0.301489,1.000000,0.052229,0.099054,0.301218,0.111209
2774,uce,2.115933,787,0.316315,0.160209,0.190495,0.332981,0.194311,1.000000,0.059610,0.131294,0.315398,0.104670
